ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle,Contribution
R69,Toxicology,R67671,"Diethylbenzene (all isomers) [MAK value documentation, 2018]",R67672
R69,Toxicology,R67647,"Quecksilber und Quecksilberverbindungen – Bestimmung von Quecksilber in Blut und Urin mittels Kaltdampf‐AAS [Biomonitoring Methods in German language, 2019]",R67648
R69,Toxicology,R67683,"Naled [MAK value documentation, 2018]",R67684
R69,Toxicology,R67639,"Method for the determination of carbon monoxide in workplace air using a Fourier‐transform infrared spectrometer (FTIR spectrometer) [Air Monitoring Methods, 2019]",R67640
R69,Toxicology,R67632,"Addendum zu Blei und seine Verbindungen (außer Bleiarsenat, Bleichromat und Alkylbleiverbindungen) [BAT Value Documentation in German language, 2019]",R67633
R69,Toxicology,R67675,"2‐Isopropoxyethanol [MAK value documentation, 2018]",R67676
R69,Toxicology,R67687,"Nitroethane [MAK value documentation, 2017]",R67688
R69,Toxicology,R67694,"1,2,4‐Triethylbenzene [MAK value documentation, 2018]",R67695
R69,Toxicology,R67750,"1‐Butanthiol [MAK value documentation in German language, 2019]",R67751
R69,Toxicology,R67742,"Aluminiumsilikatfasern (Refractory Ceramic Fibres, RCF) [MAK value documentation in German language, 2019]",R67743
R69,Toxicology,R67690,"Thiodiethylene bis[3‐(3,5‐di‐tert‐butyl‐4‐hydroxyphenyl)propionate] [MAK value documentation, 2018]",R67691
R69,Toxicology,R67754,"Ethanthiol [MAK value documentation in German language, 2019]",R67755
R69,Toxicology,R67760,"Isobornylacrylat [MAK value documentation in German language, 2019]",R67761
R69,Toxicology,R67757,"Ethylenoxid [MAK value documentation in German language, 2019]",R67758
R69,Toxicology,R67764,"Lindan [MAK value documentation in German language, 2019]",R67765
R69,Toxicology,R67825,"Methanthiol [MAK value documentation in German language, 2019]",R67826
R69,Toxicology,R67768,"Methanol [MAK value documentation in German language, 2019]",R67769
R69,Toxicology,R67829,"Methylformiat (Ameisensäuremethylester) [MAK value documentation in German language, 2019]",R67830
R69,Toxicology,R67836,"Vinylchlorid [MAK value documentation in German language, 2019]",R67837
R69,Toxicology,R67833,"Oxalsäuredinitril [MAK value documentation in German language, 2019]",R67834
R69,Toxicology,R67839,"Zirkoniumdioxid (alveolengängige Fraktion) [MAK value documentation in German language, 2019]",R67840
R69,Toxicology,R67850,"Addendum to Ethylene glycol dinitrate [BAT value documentation, 2018]",R67851
R69,Toxicology,R67842,"Zirkonium und seine Verbindungen (außer Zirkoniumdioxid) [MAK value documentation in German language, 2019]",R67843
R69,Toxicology,R67746,"Bitumen (Dampf und Aerosol bei der Heißverarbeitung) [MAK value documentation in German language, 2019]",R67747
R69,Toxicology,R67846,"Addendum to Cobalt and Cobalt Compounds [BAT value documentation, 2018]",R67847
R69,Toxicology,R68010,"Addendum zu 1,1,1‐Trichlorethan [BAT value documentation in German language, 2019]",R68011
R69,Toxicology,R67854,"Addendum to Toluene [BAT value documentation, 2018]",R67855
R69,Toxicology,R68002,"Addendum zu Chlorbenzol [BAT value documentation in German language, 2019]",R68003
R69,Toxicology,R68006,"Addendum zu N,N‐Dimethylformamid [BAT value documentation in German language, 2019]",R68007
R69,Toxicology,R68020,"Selen – Bestimmung von Selen und seinen anorganischen Verbindungen in der Luft am Arbeitsplatz mittels Atomabsorptionsspektroskopie (AAS) [Air Monitoring Methods in German language, 2019]",R68021
R69,Toxicology,R68013,"Benzyl alcohol – Method for the determination of benzyl alcohol in workplace air using gas chromatography after thermal desorption [Air Monitoring Methods, 2018]",R68014
R69,Toxicology,R68219,"Acetic anhydride [MAK Value Documentation, 2018]",R68220
R69,Toxicology,R68024,"Boric acid and tetraborates – Determination of boron in urine by ICP‐OES [Biomonitoring Methods, 2019]",R68025
R69,Toxicology,R68016,"2‐Phenoxyethanol – Method for the determination of 2‐phenoxyethanol in workplace air using gas chromatography after thermal desorption [Air Monitoring Methods, 2018]",R68017
R69,Toxicology,R68032,"Borsäure und Tetraborate – Bestimmung von Bor in Urin mittels ICP‐OES [Biomonitoring Methods in German language, 2019]",R68033
R69,Toxicology,R68028,"4‐tert‐Octylphenol and p‐nonylphenol – Determination of 4‐tert‐octylphenol and p‐nonylphenol in urine by LC‐MS/MS [Biomonitoring Methods, 2019]",R68029
R69,Toxicology,R68223,"Benzyl butyl phthalate [MAK Value Documentation, 2018]",R68224
R69,Toxicology,R68227,"Tert-Butyl acetate [MAK Value Documentation, 2018]",R68228
R69,Toxicology,R68036,"4‐tert‐Octylphenol und p‐Nonylphenol – Bestimmung von 4‐tert‐Octylphenol und p‐Nonylphenol in Urin mittels LC‐MS/MS [Biomonitoring Methods in German language, 2019]",R68037
R69,Toxicology,R68238,"Di‐n‐butyl phthalate [MAK value documentation, 2017]",R68239
R69,Toxicology,R68234,"Chlorobenzene [MAK value documentation, 2018]",R68235
R69,Toxicology,R68230," n‐Butylamine, sec‐Butylamine, iso‐Butylamine, tert‐Butylamine [MAK value documentation, 2016]",R68247
R69,Toxicology,R68230," n‐Butylamine, sec‐Butylamine, iso‐Butylamine, tert‐Butylamine [MAK value documentation, 2016]",R68231
R69,Toxicology,R68241,"1,4‐Dichlorobenzene [MAK Value Documentation, 2018]",R68242
R69,Toxicology,R68244,"Di‐tert‐dodecyl pentasulfide /Di‐tert‐dodecyl polysulfide [MAK value documentation, 2018]",R68245
R69,Toxicology,R68644,"N,N‐Dimethylacetamide [MAK Value Documentation, 2018]",R68645
R69,Toxicology,R68640,"Diisotridecyl phthalate, ditridecyl phthalate [MAK value documentation, 2019]",R68641
R69,Toxicology,R68648,"Ethyl acetate [MAK Value Documentation, 2017]",R68649
R69,Toxicology,R68652,"Ethylamine [MAK Value Documentation, 2019]",R68653
R69,Toxicology,R68659,"Hydrogen peroxide [MAK Value Documentation, 2019]",R68660
R69,Toxicology,R68655,"Fibrous Dusts, inorganic [MAK value documentation, 2017]",R68656
R69,Toxicology,R68667," N‐Methyl‐2‐pyrrolidone (vapour)1) [MAK Value Documentation, 2019]",R68668
R69,Toxicology,R68663,"Isopropyl alcohol [MAK Value Documentation, 2018]",R68664
R69,Toxicology,R68687,"1‐Octanol [MAK Value Documentation, 2018]",R68688
R69,Toxicology,R68690,"2‐Propoxyethanol (2‐(Propyloxy)ethanol) [MAK Value Documentation, 2018]",R68691
R69,Toxicology,R68694,"Tetrachloroethylene [MAK Value Documentation, 2017]",R68695
R69,Toxicology,R68698,"trans‐1,3,3,3‐Tetrafluoropropene [MAK Value Documentation, 2019]",R68699
R69,Toxicology,R68702,"2,3,3,3‐Tetrafluoropropene [MAK Value Documentation, 2019]",R68703
R69,Toxicology,R68710,"Addendum zu Lindan (γ‐1,2,3,4,5,6‐Hexachlorcyclohexan) [BAT value documentation in German language, 2019]",R68711
R69,Toxicology,R68706,"Addendum to Tetrachloroethylene [BAT value documentation, 2018]",R68707
R69,Toxicology,R68730,"Addendum zu Molybdän und seine Verbindungen [BAT value documentation in German language, 2019]",R68731
R69,Toxicology,R68714,"Addendum zu Methanol [BAT value documentation in German language, 2019]",R68715
R69,Toxicology,R68733,"Addendum zu Pentachlorphenol [BAT value documentation in German language, 2019]",R68734
R69,Toxicology,R68737,"Method for the determination of 1,3‐butadiene in workplace air using headspace GC [Air monitoring methods, 2019]",R68738
R69,Toxicology,R68741,"Method for the determination of epichlorohydrin in workplace air using gas chromatography after thermal desorption [Air monitoring methods, 2019]",R68742
R69,Toxicology,R68744,"Nitrobenzene – method for the determination of nitrobenzene in workplace air using gas chromatography after thermal desorption [Air monitoring methods, 2019]",R68745
R69,Toxicology,R68752,"Tobacco‐specific nitrosamines – Determination of N‐nitrosoanabasine, N‐nitrosoanatabine, N‐nitrosonornicotine and 4‐(methylnitrosamino)‐1‐(3‐pyridyl)‐1‐butanol in urine by LC‐MS/MS [Biomonitoring methods, 2019]",R68753
R69,Toxicology,R68755,"Tabakspezifische Nitrosamine – Bestimmung von N‐Nitrosoanabasin, N‐Nitrosoanatabin, N‐Nitrosonornikotin und 4‐(Methylnitrosamino)‐1‐(3‐pyridyl)‐1‐butanol in Urin mittels LC‐MS/MS [Biomonitoring methods in German language, 2019]",R68756
R69,Toxicology,R68748,"Probenahme und Bestimmung von Aerosolen und deren Inhaltsstoffen – Bestimmung von metallhaltigen Staubinhaltsstoffen [Air monitoring methods in German language, 2019]",R68749
R69,Toxicology,R68953,"Furan [MAK Value Documentation, 2006]",R68954
R69,Toxicology,R68960,"1,2‐Benzisothiazol‐3(2H)‐on [MAK Value Documentation in German language, 2018]",R68961
R69,Toxicology,R68957,"Anilin [MAK Value Documentation in German language, 2018]",R68958
R69,Toxicology,R68965,"tert‐Butanol [MAK Value Documentation in German language, 2018]",R68966
R69,Toxicology,R68968,"2‐Butenal (Crotonaldehyd) [MAK Value Documentation in German language, 2018]",R68969
R69,Toxicology,R68972,"2‐Butoxyethanol [MAK Value Documentation in German language, 2018]",R68973
R69,Toxicology,R68975,"Calciumbis(dinonylnaphthalinsulfonat) [MAK Value Documentation in German language, 2018]",R68976
R69,Toxicology,R68978,"Chlorthalonil [MAK Value Documentation in German language, 2018]",R68979
R69,Toxicology,R69031,"Decahydronaphthalin [MAK Value Documentation in German language, 2018]",R69032
R69,Toxicology,R69038,"1,2‐Dihydro‐2,2,4‐trimethylchinolin, polymer [MAK Value Documentation in German language, 2018]",R69039
R69,Toxicology,R69035,"Destillate (Erdöl), mit Wasserstoff behandelte leichte [MAK Value Documentation in German language, 2018]",R69036
R69,Toxicology,R69046,"Ethylbenzol [MAK Value Documentation in German language, 2018]",R69047
R69,Toxicology,R69042,"N,N‐Dimethylethylamin [MAK Value Documentation in German language, 2018]",R69043
R69,Toxicology,R69050,"Glycerintrinitrat [MAK Value Documentation in German language, 2018]",R69051
R69,Toxicology,R69058,"Methylvinylether [MAK Value Documentation in German language, 2018]",R69059
R69,Toxicology,R69054,"iso‐Propylbenzol (Cumol; 2‐Phenylpropan) [MAK Value Documentation in German language, 2018]",R69055
R69,Toxicology,R69321,"Phenylzinnverbindungen [MAK Value Documentation in German language, 2018]",R69322
R69,Toxicology,R69317,"Petroleumsulfonate, Calciumsalze (technisches Gemisch in Mineralöl) [MAK Value Documentation in German language, 2018]",R69318
R69,Toxicology,R69327,"Weißöl, pharmazeutisch [MAK Value Documentation in German language, 2018]",R69328
R69,Toxicology,R69331,"Copper and its inorganic compounds [BAT Value Documentation, 2017]",R69332
R69,Toxicology,R69335,"Addendum to Nitrobenzene [BAT Value Documentation, 2017]",R69336
R69,Toxicology,R69342,"1‐Chloro‐2,3‐epoxypropane (Epichlorohydrin) [BAT Value Documentation, 2017]",R69343
R69,Toxicology,R69452,"Aniline [MAK Value Documentation, 2018]",R69453
R69,Toxicology,R69339,"Addendum zu Benzol [BAT Value Documentation in German language, 2018]",R69340
R69,Toxicology,R69324,"Polyalphaolefine [MAK Value Documentation in German language, 2018]",R69325
R69,Toxicology,R69456,"Mineral oils (petroleum), severely refined [MAK Value Documentation, 2018]",R69457
R69,Toxicology,R69378,2-Mercaptobenzothiazol – Bestimmung von 2-Mercaptobenzothiazol in Urin mittels LC-MS/MS. Biomonitoring-Methode,R69379
R69,Toxicology,R69460,"1‐Nitropropane [MAK Value Documentation, 2017]",R69461
R69,Toxicology,R69464,"Mercury – Method for the determination of vapour from mercury and its inorganic compounds in workplace air using atomic absorption spectrometry [Air Monitoring Methods, 2017]",R69465
R69,Toxicology,R69471,"Alkanolamine – Methode zur Bestimmung von 11 Alkanolaminen in der Luft am Arbeitsplatz mittels Ionenchromatographie [Air Monitoring Methods in German language, 2018]",R69472
R69,Toxicology,R69480,"Formamid, Dimethylformamid – Bestimmung von Formamid in Urin mittels Gaschromatographie‐Massenspektrometrie [Biomonitoring Methods in German language, 2018]",R69481
R69,Toxicology,R69483,"Methyl‐tert‐butylether – Bestimmung von Methyl‐tert‐butylether in Blut und Urin mittels Headspace‐Gaschromatographie‐Massenspektrometrie [Biomonitoring Methods in German language, 2018]",R69484
R69,Toxicology,R69498,"Kresol (alle Isomere). MAK-Begründung, Nachtrag",R69499
R69,Toxicology,R69494,"1,1-Dichlorethan. MAK-Begründung, Nachtrag",R69495
R69,Toxicology,R69506,"Nitrilotriessigsäure und ihre Natriumsalze. MAK-Begründung, Nachtrag",R69507
R69,Toxicology,R69502,Methylenbis(dibutyldithiocarbamat). MAK-Begründung ,R69503
R69,Toxicology,R69467,"Probenahme und Analyse von Stoffen und Stoffgemischen, die gleichzeitig als Dampf und Partikel in der Luft am Arbeitsplatz vorkommen können [Air Monitoring Methods in German language, 2018]",R69468
R69,Toxicology,R69520,"1,1,2-Trichlorethan. MAK-Begründung, Nachtrag",R69521
R69,Toxicology,R69513,"Portlandzement-Staub. MAK-Begründung, Nachtrag",R69514
R69,Toxicology,R69510,Pentachlorethan. MAK-Begründung,R69511
R69,Toxicology,R69516,"Siliciumcarbid (Faserstaub) (einschließlich Whisker). MAK-Begründung, Nachtrag ",R69517
R69,Toxicology,R69477,"Methyl tert‐butyl ether – Determination of methyl tert‐butyl ether in blood and urine using headspace gas chromatography mass spectrometry [Biomonitoring Methods, 2018]",R69478
R69,Toxicology,R69474,"Formamide, dimethylformamide – Determination of formamide in urine by gas chromatography mass spectrometry [Biomonitoring Methods, 2018]",R69475
R69,Toxicology,R69523,Kreatinin als Bezugsgröße für Stoffkonzentrationen im Urin – Addendum zur Konversion von volumen- bzw. kreatininbezogenen Analysenergebnissen. Beurteilungswerte in biologischem Material ,R69524
R69,Toxicology,R69693,"1-Butanethiol. MAK Value Documentation, supplement – Translation of the German version from 2019 ",R69694
R69,Toxicology,R69700,"Ethanethiol. MAK Value Documentation, supplement – Translation of the German version from 2019 ",R69701
R69,Toxicology,R69689,"Benzotriazole. MAK Value Documentation, supplement – Translation of the German version from 2019",R69690
R69,Toxicology,R69704,"Methyl mercaptan. MAK Value Documentation, supplement – Translation of the German version from 2019",R69705
R69,Toxicology,R69696,Coconut oil. MAK Value Documentation – Translation of the German version from 2019 ,R69697
R69,Toxicology,R69708,"Monochloroacetic acid, sodium monochloroacetate. MAK Value Documentation, supplement – Translation of the German version from 2019 ",R69709
R69,Toxicology,R69712,"Blei und seine Verbindungen (außer Bleiarsenat, Bleichromat und Alkylbleiverbindungen) – Addendum zur Reevaluierung des BAR. Beurteilungswerte in biologischem Material ",R69713
R69,Toxicology,R69715,Creatinine as reference parameter for the concentration of substances in urine – Addendum to the conversion of volume- or creatinine-related analytical results. Assessment Values in Biological Material – Translation of the German version from 2020 ,R69716
R69,Toxicology,R69731,"Lead and its compounds (except lead arsenate, lead chromate and alkyl lead compounds) – Addendum for re-evaluation of the BLW. Assessment Values in Biological Material – Translation of the German version from 2019 ",R69732
R69,Toxicology,R69727,"Lead and its compounds (except lead arsenate, lead chromate and alkyl lead compounds) – Addendum for re-evaluation of the BAR. Assessment Values in Biological Material – Translation of the German version from 2020 ",R69728
R69,Toxicology,R69738,Plausibilitätsprüfung für Messverfahren – Teil 1: Sammelnde Messverfahren. Luftanalysen-Methode ,R69739
R69,Toxicology,R69744,"Naphthalin – Bestimmung von 1,2-Dihydroxynaphthalin, 1-Naphthol und 2-Naphthol in Urin mittels GC-MS/MS. Biomonitoring-Methode ",R69745
R69,Toxicology,R69748,Ochratoxin A – Bestimmung von Ochratoxin A in Serum mittels CE-LIF. Biomonitoring-Methode,R69749
R69,Toxicology,R69735,Molybdenum and its compounds – Addendum for evaluation of a BAR. Assessment Values in Biological Material – Translation of the German version from 2019 ,R69736
R69,Toxicology,R69751,"Naphthalene – Determination of 1,2-dihydroxynaphthalene, 1-naphthol and 2-naphthol in urine by GC-MS/MS. Biomonitoring Method – Translation of the German version from 2020 ",R69752
R69,Toxicology,R69755,Ochratoxin A – Determination of ochratoxin A in serum by CE-LIF. Biomonitoring Method – Translation of the German version from 2020 ,R69756
R69,Toxicology,R69741,Determination of metal-containing components of airborne particles. Air Monitoring Method – Translation of the German version from 2019 ,R69742
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68800
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68818
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68832
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68311
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68377
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68785
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68781
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68296
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68827
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68380
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68810
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68392
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68868
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68848
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68870
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68768
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68839
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68807
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68851
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68791
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68834
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68842
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68814
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68407
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68783
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68864
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68387
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68852
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68860
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68797
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68822
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68401
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68857
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68784
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68789
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68788
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68399
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68838
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68829
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68287
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68854
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68869
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68795
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68825
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68406
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68379
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68285
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68862
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68813
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68308
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68835
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68866
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68808
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68309
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68815
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68793
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68812
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68383
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68389
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68283
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68302
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68307
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68298
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68805
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68403
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68820
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68858
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68773
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68775
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68828
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68796
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68769
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68850
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68396
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68300
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68803
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68385
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68774
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68294
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68856
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68289
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68844
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68804
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68306
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68291
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68770
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68378
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68837
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68819
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68867
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68405
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68802
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68394
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68782
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68397
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68836
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68304
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68778
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68772
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68809
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68863
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68830
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68780
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68845
R69,Toxicology,R68282,MAK- und BAT-Werte-Liste 2019,R68861
R140,Software Engineering,R43000,Pattern Based Model Reuse Using Colored Petri Nets,R43002
R140,Software Engineering,R49480,Software Architecture Optimization Methods: A Systematic Literature Review,R49482
R140,Software Engineering,R49480,Software Architecture Optimization Methods: A Systematic Literature Review,R175402
R140,Software Engineering,R49654,A RESTful Framework Design for Componentizing the Water Evaluation and Planning (WEAP) System,R49656
R140,Software Engineering,R53034,MODELING SAFEST AND OPTIMAL EMERGENCY EVACUATION PLAN FOR LARGE-SCALE PEDESTRIANS ENVIRONMENTS,R53035
R140,Software Engineering,R74509,Mapping human values and scrum roles: a study on students' preferences,R74511
R140,Software Engineering,R74516,Measuring human values in software engineering,R74518
R140,Software Engineering,R74547,Supporting Requirements Elicitation by Tool-Supported Video Analysis,R74593
R140,Software Engineering,R74547,Supporting Requirements Elicitation by Tool-Supported Video Analysis,R198908
R140,Software Engineering,R74547,Supporting Requirements Elicitation by Tool-Supported Video Analysis,R74549
R140,Software Engineering,R74547,Supporting Requirements Elicitation by Tool-Supported Video Analysis,R172612
R140,Software Engineering,R74688,Video as a By-Product of Digital Prototyping: Capturing the Dynamic Aspect of Interaction,R74690
R140,Software Engineering,R74688,Video as a By-Product of Digital Prototyping: Capturing the Dynamic Aspect of Interaction,R74691
R140,Software Engineering,R74688,Video as a By-Product of Digital Prototyping: Capturing the Dynamic Aspect of Interaction,R172546
R140,Software Engineering,R75426,Security and Cryptographic Challenges for Authentication Based on Biometrics Data,R75428
R140,Software Engineering,R75435,MapReduce: simplified data processing on large clusters,R75437
R140,Software Engineering,R76123,Crowdsourcing to elicit requirements for MyERP application,R76125
R140,Software Engineering,R76118,CrowdREquire: A Requirements Engineering Crowdsourcing Platform,R76120
R140,Software Engineering,R76126,Crowd-centric Requirements Engineering,R76128
R140,Software Engineering,R76353,Providing a User Forum is not enough: First Experiences of a Software Company with CrowdRE,R76355
R140,Software Engineering,R76341,The Crowd in Requirements Engineering: The Landscape and Challenges,R76343
R140,Software Engineering,R76792,Mining Twitter Feeds for Software User Requirements,R76794
R140,Software Engineering,R76792,Mining Twitter Feeds for Software User Requirements,R195470
R140,Software Engineering,R76792,Mining Twitter Feeds for Software User Requirements,R76800
R140,Software Engineering,R76818,App Review Analysis Via Active Learning: Reducing Supervision Effort without Compromising Classification Accuracy,R76825
R140,Software Engineering,R76818,App Review Analysis Via Active Learning: Reducing Supervision Effort without Compromising Classification Accuracy,R195137
R140,Software Engineering,R76818,App Review Analysis Via Active Learning: Reducing Supervision Effort without Compromising Classification Accuracy,R76820
R140,Software Engineering,R77177,Mining User Requirements from Application Store Reviews Using Frame Semantics,R77179
R140,Software Engineering,R77177,Mining User Requirements from Application Store Reviews Using Frame Semantics,R108738
R140,Software Engineering,R78371,Automatic Classification of Non-Functional Requirements from Augmented App User Reviews,R78373
R140,Software Engineering,R78392,"Bug report, feature request, or simply praise? On automatically classifying app reviews",R199165
R140,Software Engineering,R78392,"Bug report, feature request, or simply praise? On automatically classifying app reviews",R78394
R140,Software Engineering,R78455,App store mining is not enough for app improvement,R78457
R140,Software Engineering,R78455,App store mining is not enough for app improvement,R107993
R140,Software Engineering,R78432,Software Feature Request Detection in Issue Tracking Systems,R113175
R140,Software Engineering,R78432,Software Feature Request Detection in Issue Tracking Systems,R78434
R140,Software Engineering,R78432,Software Feature Request Detection in Issue Tracking Systems,R198935
R140,Software Engineering,R78466,How can I improve my app? Classifying user reviews for software maintenance and evolution,R78468
R140,Software Engineering,R108208,Facilitating developer-user interactions with mobile app review digests,R108210
R140,Software Engineering,R108199,A Little Bird Told Me: Mining Tweets for Requirements and Software Evolution,R195486
R140,Software Engineering,R108199,A Little Bird Told Me: Mining Tweets for Requirements and Software Evolution,R112017
R140,Software Engineering,R108199,A Little Bird Told Me: Mining Tweets for Requirements and Software Evolution,R108201
R140,Software Engineering,R108347,The Usability (or Not) of Refactoring Tools,R108349
R140,Software Engineering,R108344,"How We Refactor, and How We Know It",R108346
R140,Software Engineering,R108341,Release planning of mobile apps based on user reviews,R109123
R140,Software Engineering,R108350,Improving Usability of Software Refactoring Tools,R108352
R140,Software Engineering,R111441,Crowd Out the Competition,R111443
