ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle
R57,Virology,R44087,Modelling the Potential Health Impact of the COVID-19 Pandemic on a Hypothetical European Country
R57,Virology,R42003,Virus Isolation from the First Patient with SARS-CoV-2 in Korea
R57,Virology,R44137,Full-genome sequences of the first two SARS-CoV-2 viruses from India
R57,Virology,R41605,"Serological and molecular findings during SARS-CoV-2 infection: the first case study in Finland, January to February 2020"
R57,Virology,R39020,A data-driven assessment of early travel restrictions related to the spreading of the novel COVID-19 within mainland China
R57,Virology,R43039,Presymptomatic SARS-CoV-2 Infections and Transmission in a Skilled Nursing Facility
R57,Virology,R41252,Spread of SARS-CoV-2 in the Icelandic Population
R57,Virology,R44793,Effects of voluntary event cancellation and school closure as countermeasures against COVID−19 outbreak in Japan
R57,Virology,R44812,Pattern of early human-to-human transmission of Wuhan 2019-nCoV
R57,Virology,R44806,Estimation of the Transmission Risk of 2019-nCov and Its Implication for Public Health Interventions
R57,Virology,R44759,Transmission potential of COVID-19 in Iran
R57,Virology,R44842,"Early Transmissibility Assessment of a Novel Coronavirus in Wuhan, China"
R57,Virology,R44776,Estimating the generation interval for COVID-19 based on symptom onset data
R57,Virology,R44731,Transmission interval estimates suggest pre-symptomatic spread of COVID-19
R57,Virology,R44819,"Report 3: Transmissibility of 2019-nCoV. 2020. WHO Collaborating Centre for Infectious Disease Modelling, MRC Centre for Global Infectious Disease Analysis"
R57,Virology,R44836,Estimating the effective reproduction number of the 2019-nCoV in China
R57,Virology,R44743,Estimation of the epidemic properties of the 2019 novel coronavirus: A mathematical modeling study
R57,Virology,R44865,Modelling the epidemic trend of the 2019 novel coronavirus outbreak in China
R57,Virology,R44873,"Nowcasting and forecasting the potential domestic and international spread of the 2019-nCoV outbreak originating in Wuhan, China: a modelling study"
R57,Virology,R44847,Novel coronavirus 2019-nCoV: early estimation of epidemiological parameters and epidemic predictions
R57,Virology,R44825,"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak"
R57,Virology,R44879,Estimation of the reproductive number of novel coronavirus (COVID-19) and the probable outbreak size on the Diamond Princess cruise ship: A data-driven analysis
R57,Virology,R44918,Estimation of the Transmission Risk of the 2019-nCoV and Its Implication for Public Health Interventions
R57,Virology,R44901,Real-Time Estimation of the Risk of Death from Novel Coronavirus (COVID-19) Infection: Inference Using Exported Cases
R57,Virology,R44910,Estimating the Unreported Number of Novel Coronavirus (2019-nCoV) Cases in China in the First Half of January 2020: A Data-Driven Modelling Analysis of the Early Outbreak
R57,Virology,R44726,"The early phase of the COVID-19 outbreak in Lombardy, Italy"
R57,Virology,R44856,Time-varying transmission dynamics of Novel Coronavirus Pneumonia in China
R57,Virology,R44799,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus–Infected Pneumonia"
R57,Virology,R51373,Identification of antiviral drug candidates against SARS-CoV-2 from FDA-approved drugs
R57,Virology,R51386,In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication
R57,Virology,R51252,Identification of inhibitors of SARS-CoV-2 in-vitro cellular toxicity in human (Caco-2) cells using a large scale drug repurposing collection
R57,Virology,R51231,Broad anti-coronaviral activity of FDA approved drugs against SARS-CoV-2 in vitro and SARS-CoV in vivo
R57,Virology,R51267,A SARS-CoV-2 protein interaction map reveals targets for drug repurposing
R57,Virology,R69966,"Synthesis, docking studies, and evaluation of pyrimidines as inhibitors of SARS-CoV 3CL protease"
R57,Virology,R69946,"Identification of myricetin and scutellarein as novel chemical inhibitors of the SARS coronavirus helicase, nsP13"
R57,Virology,R69983,"Identification, synthesis and evaluation of SARS-CoV and MERS-CoV 3C-like protease inhibitors"
R57,Virology,R69940,Identification of novel drug scaffolds for inhibition of SARS-CoV 3-Chymotrypsin-like protease using virtual and high-throughput screenings
R57,Virology,R69954,Virtual screening identification of novel severe acute respiratory syndrome 3C-like protease inhibitors and in vitro confirmation
R57,Virology,R69988,Screening of electrophilic compounds yields an aziridinyl peptide as new active-site directed SARS-CoV main protease inhibitor
R57,Virology,R69974,Design and synthesis of new tripeptide-type SARS-CoV 3CL protease inhibitors containing an electrophilic arylketone moiety
R57,Virology,R70030,Synthesis and biological activity evaluation of 5-pyrazoline substituted 4-thiazolidinones
R57,Virology,R70061,"Dieckol, a SARS-CoV 3CLpro inhibitor, isolated from the edible brown algae Ecklonia cava"
R57,Virology,R70054,"Design, synthesis and antiviral efficacy of a series of potent chloropyridyl ester-derived SARS-CoV 3CLpro inhibitors"
R57,Virology,R70008,"Development of potent dipeptide-type SARS-CoV 3CL protease inhibitors with novel P3 scaffolds: Design, synthesis, biological evaluation, and docking studies"
R57,Virology,R70079,"Synthesis and antiviral activity of a series of 1′-substituted 4-aza-7,9-dideazaadenosine C-nucleosides"
R57,Virology,R70102,"Design, synthesis and evaluation of a series of acyclic fleximer nucleoside analogues with anti-coronavirus activity"
R57,Virology,R70164,"2- and 3-Fluoro-3-deazaneplanocins, 2-fluoro-3-deazaaristeromycins, and 3-methyl-3-deazaneplanocin: Synthesis and antiviral properties"
R57,Virology,R70021,"Discovery, Synthesis, And Structure-Based Optimization of a Series ofN-(tert-Butyl)-2-(N-arylamido)-2-(pyridin-3-yl) Acetamides (ML188) as Potent Noncovalent Small Molecule Inhibitors of the Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV) 3CL Protease"
R57,Virology,R70068,Identification of potential treatments for COVID-19 through artificial intelligence-enabled phenomic analysis of human cells infected with SARS-CoV-2
R57,Virology,R70125,"Structure-Based Design, Synthesis, and Biological Evaluation of a Series of Novel and Reversible Inhibitors for the Severe Acute Respiratory Syndrome−Coronavirus Papain-Like Protease"
R57,Virology,R74069,Increased mortality in community-tested cases of SARS-CoV-2 lineage B.1.1.7
R57,Virology,R74102,Risk of mortality in patients infected with SARS-CoV-2 variant of concern 202012/1: matched cohort study
R57,Virology,R69999,Human organ chip-enabled pipeline to rapidly repurpose therapeutics during viral pandemics
R57,Virology,R74055,Case fatality risk of the SARS-CoV-2 variant of concern B.1.1.7 in England
R57,Virology,R110684,Enterovirus inhibiting activities of two lupane triterpenoids and anthraquinones from senna siamea stem bark against three serotypes of echovirus
R57,Virology,R110705,In vitro antiviral activity of the anthraquinone chrysophanic acid against poliovirus
R57,Virology,R110717,Identification of a flavonoid isolated from plum (Prunus domestica) as a potent inhibitor of Hepatitis C virus entry
R57,Virology,R110720,Anthraquinones and triterpenoids from Senna siamea (Fabaceae) Lam inhibit poliovirus activity
R57,Virology,R110711,Antiviral Chromones from the Stem of Cassia siamea
R57,Virology,R110714,Fisetin and rutin as 3C protease inhibitors of enterovirus A71
R57,Virology,R150573,COVID-19 pandemic in Japan
R57,Virology,R150563,Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes
R57,Virology,R175264,Transduction of HEK293 Cells with BacMam Baculovirus Is an Efficient System for
R57,Virology,R175272,The Role of Nucleoprotein in Immunity to Human Negative-Stranded RNA Viruses—Not
R57,Virology,R175268,The Importance of Accurate Host Species Identification in the Framework of Rabies
R57,Virology,R175260,Alphacoronavirus in a Daubenton’s Myotis Bat (Myotis daubentonii) in Sweden.
R57,Virology,R175254,Double-antigen sandwich ELISA based on chimeric antigens for detection of
R57,Virology,R175280,Special Issue: “Viral Genetic Diversity”.
R57,Virology,R175257,Double-antigen sandwich ELISA based on chimeric antigens for detection of
R57,Virology,R175288,Onset of Oral Lichenoid Lesions and Oral Lichen Planus Following COVID-19
R57,Virology,R175276,Development of Real-Time Molecular Assays for the Detection of Wesselsbron Virus
R57,Virology,R175284,Porcine Circoviruses and Herpesviruses Are Prevalent in an Austrian Game
R57,Virology,R175292,Dynamics of Antibodies to Ebolaviruses in an Eidolon helvum Bat Colony in
R57,Virology,R178400,Viral dynamics in mild and severe cases of COVID-19
R57,Virology,R178376,SARS-CoV-2 viral load as a predictor for disease severity in outpatients and hospitalised patients with COVID-19: A prospective cohort study
R57,Virology,R178482,"Viral load dynamics and disease severity in patients infected with SARS-CoV-2 in Zhejiang province, China, January-March 2020: retrospective cohort study"
R57,Virology,R189956,Initial Gastrointestinal Manifestations in Patients With Severe Acute Respiratory Syndrome Coronavirus 2 Infection in 112 Patients From Veracruz in Southeastern Mexico
R57,Virology,R189946,Are Gastrointestinal Symptoms Specific for Coronavirus 2019 Infection? A Prospective Case-Control Study From the United States
R57,Virology,R189960,Prevalence and Characteristics of Gastrointestinal Symptoms in Patients With Severe Acute Respiratory Syndrome Coronavirus 2 Infection in the United States: A Multicenter Cohort Study
R57,Virology,R189969,Symptom Profiles and Risk Factors for Hospitalization in Patients With SARS-CoV-2 and COVID-19: A Large Cohort From South America
R57,Virology,R189866,Gastrointestinal symptoms and digestive comorbidities in an Italian cohort of patients with COVID-19
R57,Virology,R189950,"Analysis of Gastrointestinal and Hepatic Manifestations of SARS-CoV-2 Infection in 892 Patients in Queens, NY"
R57,Virology,R189975,High Prevalence of Concurrent Gastrointestinal Manifestations in Patients With Severe Acute Respiratory Syndrome Coronavirus 2: Early Experience From California
R57,Virology,R189856,Gastrointestinal symptoms of 95 cases with SARS-CoV-2 infection
R57,Virology,R189997,Correlation between gastrointestinal symptoms and disease severity in patients with COVID-19: a systematic review and meta-analysis
R57,Virology,R189942,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study"
R57,Virology,R189965,Enteric involvement in hospitalised patients with COVID-19 outside Wuhan
R57,Virology,R190022,Effect of Gastrointestinal Symptoms in Patients With COVID-19
R57,Virology,R190005,Gastrointestinal Symptoms and Coronavirus Disease 2019: A Case-Control Study From the United States
R57,Virology,R190036,Gastrointestinal Symptoms and Outcomes in Hospitalized Coronavirus Disease 2019 Patients
R57,Virology,R190013,"COVID-19 Digestive System Involvement and Clinical Outcomes in a Large Academic Hospital in Milan, Italy"
R57,Virology,R190027,Gastrointestinal manifestations of COVID-19 in a single center in the Eastern Province of Saudi Arabia
R57,Virology,R190053,Association of Gastrointestinal System With Severity and Mortality of COVID-19: A Systematic Review and Meta-Analysis
R57,Virology,R190018,"Clinical Characteristics of COVID-19 Patients With Digestive Symptoms in Hubei, China: A Descriptive, Cross-Sectional, Multicenter Study"
R57,Virology,R190031,Disease Course and Outcomes of COVID-19 Among Hospitalized Patients With Gastrointestinal Manifestations
R57,Virology,R190044,"Clinical characteristics and risk factors of patients with severe COVID-19 in Riyadh, Saudi Arabia: A retrospective study"
R57,Virology,R189980,Gastrointestinal and Hepatic Manifestations of 2019 Novel Coronavirus Disease in a Large Cohort of Infected Patients From New York: Clinical Implications
R57,Virology,R190065,Gastrointestinal symptoms and digestive comorbidities in an Italian cohort of patients with COVID-19
R57,Virology,R191093,Using COVID‐19 cycle threshold and other lab values as predictors of hospitalization need
R57,Virology,R191087,"The association between real-time reverse transcriptase polymerase chain reaction cycle threshold values, symptoms and disease severity among COVID-19 patients in the community: a retrospective cohort study"
R57,Virology,R191162,Is Higher Viral Load in SARS-CoV-2 Associated with Death?
R57,Virology,R191158,SARS-CoV-2 viral loads and serum IgA/IgG immune responses in critically ill COVID-19 patients
R57,Virology,R191082,SARS-CoV-2 Viral Load in Upper Respiratory Specimens of Infected Patients
R57,Virology,R191076,SARS-CoV-2 Viral Load in Upper Respiratory Specimens of Infected Patients
R57,Virology,R191069,Clinical and biochemical indexes from 2019-nCoV infected patients linked to viral loads and lung injury
R57,Virology,R189870,"Epidemiological, clinical and virological characteristics of 74 cases of coronavirus-infected disease 2019 (COVID-19) with gastrointestinal symptoms"
R57,Virology,R191233,SARS-CoV-2 viral load in sputum correlates with risk of COVID-19 progression
R57,Virology,R191188,Epidemiological Correlates of Polymerase Chain Reaction Cycle Threshold Values in the Detection of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)
R57,Virology,R191238,SARS-CoV-2 Viral Load on Admission Is Associated With 30-Day Mortality
R57,Virology,R191143,Temporal profiles of viral load in posterior oropharyngeal saliva samples and serum antibody responses during infection by SARS-CoV-2: an observational cohort study
R57,Virology,R191301,Impact of Severe Acute Respiratory Syndrome Coronavirus 2 Viral Load on Risk of Intubation and Mortality Among Hospitalized Patients With Coronavirus Disease 2019
R57,Virology,R191306,Validation of Predictors of Disease Severity and Outcomes in COVID-19 Patients: A Descriptive and Retrospective Study
R57,Virology,R191222,Association of Initial Viral Load in Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Patients with Outcome and Symptoms
R57,Virology,R191318,Characteristics of viral specimens collected from asymptomatic and fatal cases of COVID-19
R57,Virology,R191339,SARS-CoV-2 viral load predicts COVID-19 mortality
R57,Virology,R191315,Quantitative Detection and Viral Load Analysis of SARS-CoV-2 in Infected Patients
R57,Virology,R191449,SARS-CoV-2 PCR cycle threshold at hospital admission associated with patient mortality
R57,Virology,R193032,Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19
R57,Virology,R193105,A Systematic Review of the Clinical Utility of Cycle Threshold Values in the Context of COVID-19
R57,Virology,R193067,Severe Acute Respiratory Syndrome Coronavirus 2 RNA in Plasma Is Associated With Intensive Care Unit Admission and Mortality in Patients Hospitalized With Coronavirus Disease 2019
R57,Virology,R193003,SARS-CoV-2 Viral Load Predicts Mortality in Patients with and Without Cancer Who are Hospitalized with Coronavirus Disease 2019
R57,Virology,R193118,"Chronological Changes of Viral Shedding in Adult Inpatients with COVID-19 in Wuhan, China"
R57,Virology,R193018,Comparison of Upper Respiratory Viral Load Distributions in Asymptomatic and Symptomatic Children Diagnosed with SARS-CoV-2 Infection in Pediatric Hospital Testing Programs
R57,Virology,R193052,Temporal dynamics in viral shedding and transmissibility of COVID-19
R57,Virology,R193124,Presymptomatic SARS-CoV-2 Infections and Transmission in a Skilled Nursing Facility
R57,Virology,R196928,Detection of human norovirus in intestinal biopsies from immunocompromised transplant patients
R57,Virology,R196998,Replication of human noroviruses in stem cell-derived human enteroids
R57,Virology,R196942,Human norovirus targets enteroendocrine epithelial cells in the small intestine
R57,Virology,R197047,Human norovirus culture in B cells
R57,Virology,R197177,Pathogenesis and Immune Responses in Gnotobiotic Calves after Infection with the Genogroup II.4-HS66 Strain of Human Norovirus
R57,Virology,R197147,Pathogenesis of a Genogroup II Human Norovirus in Gnotobiotic Pigs
R57,Virology,R197081,Chimpanzees as an animal model for human norovirus infection and vaccine development
R57,Virology,R197117,Norwalk virus does not replicate in human macrophages or dendritic cells derived from the peripheral blood of susceptible humans
R57,Virology,R197188,Experimental miniature piglet model for the infection of human norovirus GII
R57,Virology,R197236,A Mouse Model for Human Norovirus
R57,Virology,R197233,Median infectious dose of human norovirus GII.4 in gnotobiotic pigs is decreased by simvastatin treatment and increased by age
R57,Virology,R200003,Detection of Antibodies against Norovirus Genogroup GIV in Carnivores
R57,Virology,R199199,Human antibody responses to bovine (Newbury-2) norovirus (GIII.2) and association to histo-blood group antigens
R57,Virology,R199183,Exposure to Human and Bovine Noroviruses in a Birth Cohort in Southern India from 2002 to 2006
R57,Virology,R199203,Detection of serum antibodies to bovine norovirus in veterinarians and the general population in the Netherlands
R57,Virology,R200014,Presence of Antibodies against Genogroup VI Norovirus in Humans
R57,Virology,R200000,"Seroprevalence for norovirus genogroup II, IV and VI in dogs"
R57,Virology,R200008,"Seroprevalence of Norovirus Genogroup IV Antibodies among Humans, Italy, 2010–2011"
R57,Virology,R201707,Human noroviruses in the faeces of wild birds and rodents-new potential transmission routes
R57,Virology,R201740,Pet dogs—A transmission route for human noroviruses?
R57,Virology,R201727,Detection of Multiple Genotypes of Calicivirus Infection in Asymptomatic Swine in Taiwan: Multiple Genotypes of Noroviruses Co-Circulate in Swine
R57,Virology,R201779,Natural Norovirus Infections in Rhesus Macaques
R57,Virology,R201735,Frequent Detection of Noroviruses and Sapoviruses in Swine and High Genetic Diversity of Porcine Sapovirus in Japan during Fiscal Year 2008
R57,Virology,R201760,Human Noroviruses in Swine and Cattle
R57,Virology,R201765,Faecal Virome Analysis of Wild Animals from Brazil
R57,Virology,R201751,"Human Norovirus Infection in Dogs, Thailand"
R57,Virology,R201787,The simultaneous occurrence of human norovirus and hepatitis E virus in a Norway rat (Rattus norvegicus)
R57,Virology,R201948,First detection and molecular characterization of sapoviruses and noroviruses with zoonotic potential in swine in Ethiopia
R57,Virology,R202083,Genetic Diversity and Histo-Blood Group Antigen Interactions of Rhesus Enteric Caliciviruses
R57,Virology,R201975,Complete Genome Sequence of a GII.17 Norovirus Isolated from a Rhesus Monkey in China
R57,Virology,R202079,Frequent Detection of Noroviruses and Sapoviruses in Swine and High Genetic Diversity of Porcine Sapovirus in Japan during Fiscal Year 2008
R57,Virology,R203909,Seroprevalence of Noroviruses in Swine
R57,Virology,R203949,Seroprevalence in Household Raised Pigs Indicate High Exposure to GII Noroviruses in Rural Nicaragua
R57,Virology,R203989,"Detection of norovirus-, sapovirus- and rhesus enteric calicivirus-specific antibodies in captive juvenile macaques"
R57,Virology,R203994,Prevalence of rotavirus and norovirus antibodies in non-human primates
R57,Virology,R203981,Evidence for Human Norovirus Infection of Dogs in the United Kingdom
R57,Virology,R203973,Detection and Molecular Characterization of a Canine Norovirus
R57,Virology,R207034,Postmortem examination of COVID‐19 patients reveals diffuse alveolar damage with severe capillary congestion and variegated findings in lungs and other organs suggesting vascular dysfunction
R57,Virology,R207003,Evidence for Gastrointestinal Infection of SARS-CoV-2
R57,Virology,R207102,Infection of human sweat glands by SARS-CoV-2
R57,Virology,R209024,Cell tropism and viral clearance during SARS-CoV-2 lung infection
R57,Virology,R206347,SARS-CoV-2 cell tropism and multiorgan infection
R57,Virology,R209057,COVID-19: the case for health-care worker screening to prevent hospital transmission
R57,Virology,R208002,Multiorgan and Vascular Tropism of SARS-CoV-2
R57,Virology,R209071,Renal histopathological analysis of 26 postmortem findings of patients with COVID-19 in China
R57,Virology,R209061,Endothelial cell infection and endotheliitis in COVID-19
R57,Virology,R209142,SARS-CoV-2 PCR testing of skin for COVID-19 diagnostics: a case report
R57,Virology,R209211,SARS-CoV-2 Infects Hamster Testes
R57,Virology,R209190,Detection of SARS-CoV-2 genomic and subgenomic RNA in retina and optic nerve of patients with COVID-19
R57,Virology,R209253,Ultrastructural examination of lung “cryobiopsies” from a series of fatal COVID-19 cases hardly revealed infected cells
R57,Virology,R209258,Absence of SARS-CoV-2 RNA in COVID-19-associated intestinal endothelialitis
R57,Virology,R209264,"SARS‐CoV‐2 endothelial infection causes COVID‐19 chilblains: histopathological, immunohistochemical and ultrastructural study of seven paediatric cases"
R57,Virology,R209245,COVID-19 autopsy cases: detection of virus in endocrine tissues
R57,Virology,R209162,"Evidence of Severe Acute Respiratory Syndrome Coronavirus 2 Replication and Tropism in the Lungs, Airways, and Vascular Endothelium of Patients With Fatal Coronavirus Disease 2019: An Autopsy Case Series"
R57,Virology,R209275,Histopathology and ultrastructural findings of fatal COVID-19 infections in Washington State: a case series
R57,Virology,R209082,Multiorgan and Renal Tropism of SARS-CoV-2
R57,Virology,R209865,Histopathological findings and viral tropism in UK patients with severe fatal COVID-19: a post-mortem study
R57,Virology,R209870,"Clinicopathologic and Immunohistochemical Findings from Autopsy of Patient with COVID-19, Japan"
R57,Virology,R209942,Neurological manifestations of patients with COVID-19: potential routes of SARS-CoV-2 neuroinvasion from the periphery to the brain
R57,Virology,R209956,Absence of 2019 novel coronavirus in semen and testes of COVID-19 patients†
R57,Virology,R209933,"Pathology and Pathogenesis of SARS-CoV-2 Associated with Fatal Coronavirus Disease, United States"
R57,Virology,R209945,Pathological and molecular examinations of postmortem testis biopsies reveal SARS-CoV-2 infection in the testis and spermatogenesis damage in COVID-19 patients
R57,Virology,R210496,Hunting coronavirus by transmission electron microscopy – a guide to SARS‐CoV‐2‐associated ultrastructural pathology in COVID‐19 tissues
R57,Virology,R210518,Complement associated microvascular injury and thrombosis in the pathogenesis of severe COVID-19 infection: A report of five cases
R57,Virology,R210540,In situ detection of SARS-CoV-2 in lungs and airways of patients with COVID-19
R57,Virology,R210536,Neuropathological Features of Covid-19
R57,Virology,R211009,Postmortem Kidney Pathology Findings in Patients with COVID-19
R57,Virology,R210546,SARS-CoV-2 renal tropism associates with acute kidney injury
R57,Virology,R210549,COVID-19 pulmonary pathology: a multi-institutional autopsy cohort from Italy and New York City
R57,Virology,R211000,Insights into pathogenesis of fatal COVID‐19 pneumonia from histopathology with immunohistochemical and viral RNA studies
R57,Virology,R210479,Tissue-based SARS-CoV-2 detection in fatal COVID-19 infections: Sustained direct viral-induced damage is not necessary to drive disease progression
R57,Virology,R211016,Tissue-Specific Immunopathology in Fatal COVID-19
R57,Virology,R213349,Transmission of SARS-CoV-2 on mink farms between humans and mink and back to humans
R57,Virology,R213316,Transmission of SARS-CoV-2 on mink farms between humans and mink and back to humans
R57,Virology,R213351,Transmission of SARS-CoV-2 on mink farms between humans and mink and back to humans
R57,Virology,R213327,Transmission of SARS-CoV-2 on mink farms between humans and mink and back to humans
R57,Virology,R213493,Transmission of SARS-CoV-2 on mink farms between humans and mink and back to humans
R57,Virology,R213539,Infection of dogs with SARS-CoV-2
R57,Virology,R213495,Transmission of SARS-CoV-2 on mink farms between humans and mink and back to humans
R57,Virology,R213602,First detection and genome sequencing of SARS‐CoV‐2 in an infected cat in France
R57,Virology,R213619,Complete Genome Sequence of SARS-CoV-2 in a Tiger from a U.S. Zoological Collection
R57,Virology,R213984,"SARS-CoV-2 Reverse Zoonoses to Pumas and Lions, South Africa"
R57,Virology,R213999,Detection of SARS‐CoV‐2 clade B.1.2 in three snow leopards
R57,Virology,R206348,SARS-CoV-2 Receptor ACE2 Is an Interferon-Stimulated Gene in Human Airway Epithelial Cells and Is Detected in Specific Cell Subsets across Tissues
R57,Virology,R214011,Transmission of SARS-CoV-2 from Human to Domestic Ferret
R57,Virology,R214184,"Natural SARS-CoV-2 Infection in Kept Ferrets, Spain"
R57,Virology,R214324,Captive gorillas test positive for coronavirus
R57,Virology,R213627,From People to Panthera: Natural SARS-CoV-2 Infection in Tigers and Lions at the Bronx Zoo
R57,Virology,R214395,The Finding of the Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV-2) in a Wild Eurasian River Otter (Lutra lutra) Highlights the Need for Viral Surveillance in Wild Mustelids
R57,Virology,R214367,First Evidence of Natural SARS-CoV-2 Infection in Domestic Rabbits
R57,Virology,R213631,From People to Panthera: Natural SARS-CoV-2 Infection in Tigers and Lions at the Bronx Zoo
R57,Virology,R214307,Co-circulation of two SARS-CoV-2 variant strains within imported pet hamsters in Hong Kong
R57,Virology,R214338,SARS-CoV-2 infection in free-ranging white-tailed deer
R57,Virology,R215611,Human susceptibility and resistance to Norwalk virus infection
R57,Virology,R215636,Norwalk virus binds to histo-blood group antigens present on gastroduodenal epithelial cells of secretor individuals☆☆☆
R57,Virology,R215761,Predicting susceptibility to norovirus GII.4 by use of a challenge model involving humans.
R57,Virology,R215747,Host Genetic Resistance to Symptomatic Norovirus (GGII.4) Infections in Denmark
R57,Virology,R215787,Norwalk virus infection associates with secretor status genotyped from sera
R57,Virology,R215822,Norwalk virus infection and disease is associated with ABO histo-blood group type.
R57,Virology,R215827,Cellular and Humoral Immunity following Snow Mountain Virus Challenge
R57,Virology,R215841,A Homozygous Nonsense Mutation (428G→A) in the Human Secretor (FUT2) Gene Provides Resistance to Symptomatic Norovirus (GGII) Infections
R57,Virology,R215603,Association of Secretor Status and Recent Norovirus Infection With Gut Microbiome Diversity Metrics in a Veterans Affairs Population
R57,Virology,R215927,"Norovirus Gastroenteritis Outbreak with a Secretor-independent Susceptibility Pattern, Sweden"
R57,Virology,R215933,Outbreak studies of a GII-3 and a GII-4 norovirus revealed an association between HBGA phenotypes and viral infection
R57,Virology,R215930,Association of Histo–Blood Group Antigens and Susceptibility to Norovirus Infections
R57,Virology,R215938,Two Gastroenteritis Outbreaks Caused by GII Noroviruses: Host Susceptibility and HBGA Phenotypes
R57,Virology,R215993,Genetic Susceptibility to Norovirus GII.3 and GII.4 Infections in Chinese Pediatric Diarrheal Disease
R57,Virology,R216034,Association between Norovirus and Rotavirus Infection and Histo-Blood Group Antigen Types in Vietnamese Children
R57,Virology,R216040,Host Genetic Factors Affect Susceptibility to Norovirus Infections in Burkina Faso
R57,Virology,R215969,An outbreak caused by GII.17 norovirus with a wide spectrum of HBGA-associated susceptibility
R57,Virology,R216007,Relationship between GII.3 norovirus infections and blood group antigens in young children in Tunisia
R57,Virology,R216049,Norovirus Infection and Disease in an Ecuadorian Birth Cohort: Association of Certain Norovirus Genotypes With Host FUT2 Secretor Status
R57,Virology,R215977,Innate Susceptibility to Norovirus Infections Influenced by FUT2 Genotype in a United States Pediatric Population
R132,Computer Sciences,R4763,Investigating Correlations of Inter-coder Agreement and Machine Annotation Performance for Historical Video Data
R132,Computer Sciences,R9639,A Human-Friendly Query Generation Frontend for a Scientific Events Knowledge Graph
R132,Computer Sciences,R12239,"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak"
R132,Computer Sciences,R12228,Time-varying transmission dynamics of Novel Coronavirus Pneumonia in China
R132,Computer Sciences,R34961,Introduction: A Survey of the Evolutionary Computation Techniques for Software Engineering
R132,Computer Sciences,R34958,K-isomorphism: privacy preserving network publication against structural attacks
R132,Computer Sciences,R36087,Creating a Scholarly Knowledge Graph from Survey Articles (under review)
R132,Computer Sciences,R36089,Crowdsourced semantic annotation of scientific publications and tabular data in PDF
R132,Computer Sciences,R36091,A Large Public Corpus of Web Tables containing Time and Context Metadata
R132,Computer Sciences,R36097,Schema extraction for tabular data on the web
R132,Computer Sciences,R36095,TEXUS: A Task-based Approach for Table Extraction and Understanding
R132,Computer Sciences,R36093,TableSeer: automatic table metadata extraction and searching in digital libraries
R132,Computer Sciences,R38152,"""When Was This Picture Taken?"" - Image Date Estimation in the Wild"
R132,Computer Sciences,R38082,Finding Person Relations in Image Data of News Collections in the Internet Archive
R132,Computer Sciences,R50556,Question Answering on Scholarly Knowledge Graphs
R132,Computer Sciences,R51013,Masakhane–Machine Translation For Africa
R132,Computer Sciences,R74506,WebVOWL: Web-based Visualization of Ontologies
R132,Computer Sciences,R108529,DistrustRank: Spotting False News Domains
R132,Computer Sciences,R109651,Network anomaly detection in a controlled environment based on an enhanced PSOGSARFC
R132,Computer Sciences,R109656,Detection of Compromised Online Social Network Account with an Enhanced Knn
R132,Computer Sciences,R109662,An Enhanced Elliptic Curve Cryptosystem for Securing Data
R132,Computer Sciences,R109665,M-AdaBoost-A based ensemble system for network intrusion detection
R132,Computer Sciences,R109659,Firewall Rule Anomaly Detection and Resolution using Particle Swarm Optimization Algorithm
R132,Computer Sciences,R109668,An effective intrusion detection framework based on SVM with feature augmentation
R132,Computer Sciences,R109671,An intrusion detection scheme based on the ensemble of discriminant classifiers
R132,Computer Sciences,R110481,Predicting Service Level Agreement Violations in Cloud using Machine Learning techniques
R132,Computer Sciences,R110484,Are machine learning cloud apis used correctly?
R132,Computer Sciences,R110490,"@inproceedings{iordache2017selection,   title={Selection-based scheduling algorithms under service level agreement constraints},   author={Iordache, George-Valentin and Pop, Florin and Esposito, Christian and Castiglione, Aniello},   booktitle={2017 21st International Conference on Control Systems and Computer Science (CSCS)},   pages={134--140},   year={2017},   organization={IEEE} }"
R132,Computer Sciences,R111283,Unleashing Tabular Content to Open Data: A Survey on PDF Table Extraction Methods and Tools
R132,Computer Sciences,R129323,SEE: Towards Semi-SupervisedEnd-to-End Scene Text Recognition
R132,Computer Sciences,R129331,Generalizing Natural Language Analysis through Span-relation Representations
R132,Computer Sciences,R129319,Attention-based Extraction of Structured Information from Street View Imagery
R132,Computer Sciences,R129327,End-to-End Interpretation of the French Street Name Signs Dataset
